# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "CDS" "-g" "transcript_id" "-a" "annotation.gtf" "-o" "counts/temp_counts_transcript.txt" "alignments/NPFM1_sorted.bam" "alignments/NPFM2_sorted.bam" "alignments/NPFM3_sorted.bam" "alignments/NPFM4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/NPFM1_sorted.bam	alignments/NPFM2_sorted.bam	alignments/NPFM3_sorted.bam	alignments/NPFM4_sorted.bam
unassigned_transcript_9485	BMAW01016418.1;BMAW01016418.1	53224;53670	53380;53965	+;+	453	0	0	0	0
unassigned_transcript_9486	BMAW01016429.1	351	539	+	189	0	0	0	0
unassigned_transcript_9487	BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1	13254;15908;16559;18043;21107;27062;30074;35465;35951;45062;56857;61787;62524;67947;71950	13589;16050;16745;18163;21229;27144;30239;35557;36044;45235;56948;61874;62638;68164;72271	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2355	2	3	7	2
unassigned_transcript_9488	BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1	91799;127920;137343;138902;140865;141598;143652;145839;147271;147514;149627;150671;152622;152950;155331;155913;158148;162681;163763;168634;172898;173125;175977;176428;178348;178516;179164;181774;182872;186082;186324;189797;190564;206271;209855;214711;215286;217666;221291;221574;224687;225590;227426;230739;230981	92188;128156;137513;139115;141074;141870;143789;145976;147405;147648;149950;150927;152745;153101;155555;156536;158348;162810;164091;168704;173042;173265;176153;176526;178431;178634;179278;181887;182999;186168;186535;189897;190744;206414;210006;214815;215397;217833;221478;221690;224844;225728;227516;230855;230991	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7683	32	33	30	17
unassigned_transcript_9489	BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1	253151;254031;256316;256539;259437;264414;266306;269173	253285;254143;256430;257145;259753;264659;266465;269666	+;+;+;+;+;+;+;+	2187	1271	658	41	591
unassigned_transcript_9490	BMAW01016429.1;BMAW01016429.1;BMAW01016429.1	274600;276649;278059	274804;277729;278140	+;+;+	1368	0	10	16	0
unassigned_transcript_9491	BMAW01016429.1	291931	292341	+	411	0	0	2	0
unassigned_transcript_9492	BMAW01016429.1;BMAW01016429.1;BMAW01016429.1	300117;302166;306074	300159;302298;306425	+;+;+	528	246	93	7	309
unassigned_transcript_9493	BMAW01016429.1;BMAW01016429.1;BMAW01016429.1;BMAW01016429.1	326804;333381;335415;339976	326825;333450;335610;340086	+;+;+;+	399	58	6	2	39
unassigned_transcript_9494	BMAW01016429.1	365131	365502	+	372	0	0	2	0
unassigned_transcript_9495	BMAW01016453.1	9919	10257	+	339	10	3	2	2
unassigned_transcript_9496	BMAW01016453.1;BMAW01016453.1;BMAW01016453.1;BMAW01016453.1;BMAW01016453.1	26609;32069;33605;35060;42553	27371;32216;33735;35162;42610	-;-;-;-;-	1203	0	3	1	0
unassigned_transcript_9497	BMAW01016453.1	52643	52981	-	339	0	0	0	0
unassigned_transcript_9498	BMAW01016453.1;BMAW01016453.1	59896;60395	60019;60627	+;+	357	0	0	0	0
unassigned_transcript_9499	BMAW01016453.1;BMAW01016453.1;BMAW01016453.1;BMAW01016453.1;BMAW01016453.1;BMAW01016453.1;BMAW01016453.1	71381;76663;79681;81196;86376;91735;99777	71664;76911;79822;81345;86521;91788;99837	-;-;-;-;-;-;-	1086	289	12	11	6
unassigned_transcript_9500	BMAW01016467.1	2983	3285	-	303	0	0	0	0
unassigned_transcript_9501	BMAW01016467.1	35903	36853	+	951	0	0	0	0
unassigned_transcript_9502	BMAW01016467.1	178534	178803	+	270	0	0	0	0
unassigned_transcript_9503	BMAW01016467.1;BMAW01016467.1;BMAW01016467.1;BMAW01016467.1;BMAW01016467.1	284259;286054;287447;287631;288227	284270;286125;287542;287758;288260	+;+;+;+;+	342	0	26	0	0
unassigned_transcript_9504	BMAW01016467.1	538898	539320	-	423	0	6	2	0
unassigned_transcript_9505	BMAW01016467.1	630620	630997	+	378	0	0	2	0
unassigned_transcript_9506	BMAW01016467.1;BMAW01016467.1	743142;744645	743340;744832	-;-	387	0	0	0	0
unassigned_transcript_9507	BMAW01016467.1;BMAW01016467.1;BMAW01016467.1;BMAW01016467.1	955425;971824;1002778;1020714	955622;972020;1002944;1020922	+;+;+;+	771	0	0	0	0
unassigned_transcript_9508	BMAW01016467.1;BMAW01016467.1;BMAW01016467.1;BMAW01016467.1;BMAW01016467.1	1068423;1094159;1135667;1146611;1153783	1068683;1094380;1135777;1146754;1153932	+;+;+;+;+	888	0	2	6	0
unassigned_transcript_9509	BMAW01016468.1	4	944	-	941	0	0	6	0
unassigned_transcript_9510	BMAW01016469.1	3044	3273	-	230	0	0	0	0
unassigned_transcript_9511	BMAW01016471.1;BMAW01016471.1	1678;6408	2108;6930	+;+	954	23	1	2	0
unassigned_transcript_9512	BMAW01016473.1	4162	4906	+	745	0	0	0	0
unassigned_transcript_9513	BMAW01016490.1	6418	6544	-	127	0	0	0	0
unassigned_transcript_9514	BMAW01016490.1	14613	14883	+	271	0	0	14	0
unassigned_transcript_9515	BMAW01016492.1;BMAW01016492.1	33;5827	188;5952	+;+	282	0	0	0	0
unassigned_transcript_9516	BMAW01016494.1	17542	18054	-	513	0	0	0	1
unassigned_transcript_9517	BMAW01016494.1;BMAW01016494.1;BMAW01016494.1	18493;23629;27973	18695;23680;28182	-;-;-	465	6	0	2	0
unassigned_transcript_9518	BMAW01016494.1;BMAW01016494.1	46321;46714	46452;46845	+;+	264	0	0	0	0
unassigned_transcript_9519	BMAW01016496.1	4	1016	-	1013	0	3	9	0
unassigned_transcript_9520	BMAW01016496.1;BMAW01016496.1	1484;2227	1693;2328	-;-	312	0	7	7	0
unassigned_transcript_9521	BMAW01016496.1	2463	2870	-	408	0	0	4	0
unassigned_transcript_9522	BMAW01016496.1	3160	3573	-	414	0	0	4	0
unassigned_transcript_9523	BMAW01016500.1	102984	103343	-	360	0	0	0	0
unassigned_transcript_9524	BMAW01016509.1	574	1288	-	715	0	0	0	0
unassigned_transcript_9525	BMAW01016513.1;BMAW01016513.1	11059;11808	11135;12060	+;+	330	0	0	2	0
unassigned_transcript_9526	BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1;BMAW01016513.1	114978;126553;130712;169793;182409;217873;256921;282910;305832;324147;330648;333002;336914;344905;393715	115216;126766;130865;169874;182551;218006;257096;283167;306110;324401;330920;333271;337189;344974;393726	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2835	0	1	16	0
unassigned_transcript_9527	BMAW01016513.1	402821	403048	+	228	0	0	0	0
unassigned_transcript_9528	BMAW01016514.1;BMAW01016514.1;BMAW01016514.1	314;2045;2746	667;2092;2948	+;+;+	605	0	0	0	0
unassigned_transcript_9529	BMAW01016519.1	2524	2841	-	318	0	0	0	0
unassigned_transcript_9530	BMAW01016519.1;BMAW01016519.1	2873;5760	3149;5956	+;+	474	0	0	0	0
unassigned_transcript_9531	BMAW01016527.1;BMAW01016527.1	1471;5030	1993;5514	+;+	1008	0	0	0	0
unassigned_transcript_9532	BMAW01016528.1;BMAW01016528.1	16400;17167	16415;17768	-;-	618	8	0	0	0
unassigned_transcript_9533	BMAW01016528.1;BMAW01016528.1	21126;22940	21240;23115	+;+	291	0	0	0	0
unassigned_transcript_9534	BMAW01016532.1	334	897	-	564	0	1	0	0
unassigned_transcript_9535	BMAW01016533.1	5460	5762	-	303	0	0	1	0
unassigned_transcript_9536	BMAW01016534.1	36950	37711	-	762	0	0	0	0
unassigned_transcript_9537	BMAW01016534.1	95060	95431	+	372	0	0	0	0
unassigned_transcript_9538	BMAW01016534.1;BMAW01016534.1;BMAW01016534.1	103557;105905;110650	103586;105949;110832	-;-;-	258	0	0	3	0
unassigned_transcript_9539	BMAW01016541.1	680	845	-	166	0	6	3	0
unassigned_transcript_9540	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	20739;23818;26578;36277	20861;23864;26778;36442	-;-;-;-	537	0	0	6	0
unassigned_transcript_9541	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	40294;47838;52744;55510;60042;61842;62980;63517;65532;68245;69435;71674;74625;76449;79416;82642;86359;88781;94599;99230;100375;103332;105280;107144;111093;115375;117273;120173;122614;127671;128075;135391;136650;141500;143830;149331;149888;152385;153924;158863;173083	40426;47979;52827;55611;60131;61947;63054;63604;65604;68328;69567;71784;74783;76615;79584;82716;86515;88856;94787;99331;100474;103541;105508;107291;111287;115425;117399;120322;122808;127736;128197;135564;136892;141602;143914;149373;150034;152455;154121;159023;173123	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5175	1243	568	227	1642
unassigned_transcript_9542	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	186513;191361;193502;195647;198762;200191	186599;191486;193573;195756;198842;200257	-;-;-;-;-;-	543	42	43	11	136
unassigned_transcript_9543	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	212048;216282;217579;220722	212199;216512;217618;220748	-;-;-;-	450	3907	1868	646	344
unassigned_transcript_9544	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	254152;260172;263348;267706	254300;260624;263378;267732	-;-;-;-	660	1245	62	3	5229
unassigned_transcript_9545	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	300597;319645;322906;325165	300742;319731;322936;325173	-;-;-;-	273	2052	376	17	5912
unassigned_transcript_9546	BMAW01016541.1;BMAW01016541.1	304391;304942	304498;305049	-;-	216	0	0	0	0
unassigned_transcript_9547	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	342555;349200;349397;349619;350355;352253;352949;355510;358052;359049;359595;367585;367928;368159;376702;378079	342652;349205;349490;349699;350437;352333;352992;355574;358201;359142;359708;367675;368009;368259;376820;378176	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1401	28	25	21	84
unassigned_transcript_9548	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	378587;379248;382421;389594;394075;400174;403530;407580	378641;379432;382603;389776;394150;400320;403746;407673	-;-;-;-;-;-;-;-	1140	4	1	1	0
unassigned_transcript_9549	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	413586;415189;416132;416830;417948;420230;420601;427930;433852;433944;438357	413840;415289;416263;416962;418078;420399;420702;428027;433872;433974;438388	-;-;-;-;-;-;-;-;-;-;-	1206	186	19	14	114
unassigned_transcript_9550	BMAW01016541.1	424559	424798	+	240	0	0	2	0
unassigned_transcript_9551	BMAW01016541.1	452812	453144	+	333	0	0	3	0
unassigned_transcript_9552	BMAW01016541.1	460632	460880	+	249	0	0	0	0
unassigned_transcript_9553	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	461192;493438;508457;509854;514040;517335;518808;519991;521696;524596;526344;527933;530490	461299;493586;508598;510168;514393;517445;518901;520173;521858;524687;526495;528212;530641	+;+;+;+;+;+;+;+;+;+;+;+;+	2295	0	0	0	0
unassigned_transcript_9554	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	461192;493438;508457;509854;514040;518808;519991;521696;524596;526344;527933;530490	461299;493586;508598;510168;514393;518901;520173;521858;524687;526495;528212;530641	+;+;+;+;+;+;+;+;+;+;+;+	2184	0	0	0	0
unassigned_transcript_9555	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	503010;508457;509854;514040;518808;519991;521696;524596;526344;527933;530490	503158;508598;510168;514393;518901;520173;521858;524687;526495;528212;530641	+;+;+;+;+;+;+;+;+;+;+	2076	0	0	1	0
unassigned_transcript_9556	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	536928;537175;542758;547205	537078;537396;542963;547495	-;-;-;-	870	2	1	5	0
unassigned_transcript_9557	BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1;BMAW01016541.1	556110;559346;561830;562020;562701;565972;568201;568517;571342;575786	556181;559436;561892;562061;562733;566018;568288;568643;571520;575997	+;+;+;+;+;+;+;+;+;+	954	0	0	5	20
unassigned_transcript_9558	BMAW01016543.1	606	728	+	123	0	0	0	0
unassigned_transcript_9559	BMAW01016547.1;BMAW01016547.1	5261;5529	5401;5717	+;+	330	0	0	1	0
unassigned_transcript_9560	BMAW01016547.1	142201	142464	+	264	0	0	4	0
unassigned_transcript_9561	BMAW01016547.1	301015	301290	-	276	0	0	0	0
unassigned_transcript_9562	BMAW01016547.1;BMAW01016547.1;BMAW01016547.1;BMAW01016547.1;BMAW01016547.1	331959;333266;340815;342399;342827	332031;333374;340886;342435;342856	-;-;-;-;-	321	0	0	11	0
unassigned_transcript_9563	BMAW01016547.1	374868	376046	+	1179	0	0	0	0
unassigned_transcript_9564	BMAW01016547.1;BMAW01016547.1;BMAW01016547.1;BMAW01016547.1;BMAW01016547.1	458336;474869;484443;520912;527650	458436;475165;484653;521123;527683	-;-;-;-;-	855	2	0	2	3
unassigned_transcript_9565	BMAW01016547.1;BMAW01016547.1;BMAW01016547.1;BMAW01016547.1	606350;607715;607928;612947	606396;607762;608000;613096	+;+;+;+	318	2	0	4	0
unassigned_transcript_9566	BMAW01016547.1	620855	621181	+	327	0	0	2	0
unassigned_transcript_9567	BMAW01016553.1	4	972	-	969	0	0	0	0
unassigned_transcript_9568	BMAW01016560.1;BMAW01016560.1	31;2811	2297;3294	+;+	2751	0	0	2	1
unassigned_transcript_9569	BMAW01016567.1;BMAW01016567.1;BMAW01016567.1;BMAW01016567.1	10296;12864;13822;16284	10340;12963;13916;16295	+;+;+;+	252	301	17	1	0
unassigned_transcript_9570	BMAW01016569.1	3861	4241	-	381	0	0	0	0
unassigned_transcript_9571	BMAW01016570.1;BMAW01016570.1	6726;13368	6866;13586	-;-	360	0	0	0	0
unassigned_transcript_9572	BMAW01016570.1;BMAW01016570.1	40954;41933	41117;42113	+;+	345	0	0	1	0
unassigned_transcript_9573	BMAW01016570.1;BMAW01016570.1	95807;96532	95959;96597	+;+	219	0	6	0	0
unassigned_transcript_9574	BMAW01016570.1	126625	126873	+	249	0	2	2	0
unassigned_transcript_9575	BMAW01016579.1;BMAW01016579.1;BMAW01016579.1	4684;5143;5673	4848;5333;6390	-;-;-	1074	0	0	0	0
unassigned_transcript_9576	BMAW01016580.1	22891	23175	+	285	0	0	2	0
unassigned_transcript_9577	BMAW01016580.1	44400	44693	+	294	0	0	0	0
unassigned_transcript_9578	BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1;BMAW01016596.1	10375;11778;19096;20971;29393;30220;43614;44640;52997;60455;79258;81614;88547	10383;11943;19166;21208;29491;30405;43907;44810;53235;60515;79375;81750;88560	+;+;+;+;+;+;+;+;+;+;+;+;+	1803	9	1	2	0
unassigned_transcript_9579	BMAW01016596.1;BMAW01016596.1	137652;139353	137797;139455	-;-	249	0	0	3	0
unassigned_transcript_9580	BMAW01016596.1	226650	226895	+	246	0	0	0	0
unassigned_transcript_9581	BMAW01016596.1	260191	260457	-	267	0	0	4	0
unassigned_transcript_9582	BMAW01016596.1;BMAW01016596.1;BMAW01016596.1	290186;291605;291857	290289;291707;292030	-;-;-	381	0	2	0	1
unassigned_transcript_9583	BMAW01016596.1;BMAW01016596.1;BMAW01016596.1	369796;371652;371946	370010;371876;372225	-;-;-	720	0	0	2	1
unassigned_transcript_9584	BMAW01016596.1	373250	373642	-	393	0	0	0	0
unassigned_transcript_9585	BMAW01016596.1;BMAW01016596.1	410482;410957	410613;411079	+;+	255	0	1	2	0
unassigned_transcript_9586	BMAW01016596.1;BMAW01016596.1	545817;554257	546087;554585	+;+	600	0	0	0	0
unassigned_transcript_9587	BMAW01016596.1;BMAW01016596.1	609007;610532	609092;611354	-;-	909	2	2	4	0
unassigned_transcript_9588	BMAW01016596.1;BMAW01016596.1;BMAW01016596.1	642830;643981;653720	642902;644130;653838	+;+;+	342	0	0	4	0
unassigned_transcript_9589	BMAW01016597.1	1409	1699	-	291	0	0	0	0
unassigned_transcript_9590	BMAW01016601.1;BMAW01016601.1;BMAW01016601.1	7395;8983;13250	7398;9103;13397	-;-;-	273	0	0	0	0
unassigned_transcript_9591	BMAW01016605.1	46447	46719	-	273	0	0	0	0
unassigned_transcript_9592	BMAW01016605.1	47017	47328	-	312	0	0	3	0
unassigned_transcript_9593	BMAW01016609.1	2480	2962	+	483	0	0	14	0
unassigned_transcript_9594	BMAW01016620.1	2	213	+	212	3	0	0	2
unassigned_transcript_9596	BMAW01016620.1;BMAW01016620.1	557;1252	689;1811	+;+	693	40	11	17	30
unassigned_transcript_9597	BMAW01016620.1	1882	2148	+	267	7	0	1	0
unassigned_transcript_9598	BMAW01016620.1;BMAW01016620.1	5470;8567	5490;9403	+;+	858	0	0	0	0
unassigned_transcript_9599	BMAW01016620.1;BMAW01016620.1	17319;19703	17339;20542	+;+	861	1	0	0	2
unassigned_transcript_9600	BMAW01016624.1	14992	15726	+	735	0	0	0	0
unassigned_transcript_9601	BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1	8305;9875;16882;17715;19454;22698	9142;10125;17160;18418;20111;22979	-;-;-;-;-;-	3012	0	0	0	0
unassigned_transcript_9602	BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1	8305;9875;13003;15112;16882;17715;19454;22698	9142;10125;13022;15184;17160;18418;20111;22979	-;-;-;-;-;-;-;-	3105	0	2	9	0
unassigned_transcript_9603	BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1	35983;39469;41786;45802;47886;48735;52225	36117;39553;41892;45918;47963;48839;52257	+;+;+;+;+;+;+	660	10	0	2	9
unassigned_transcript_9604	BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1;BMAW01016626.1	35983;39469;41786;45802;47886;48735;51023	36117;39553;41892;45918;47963;48839;51058	+;+;+;+;+;+;+	663	1	0	2	2
unassigned_transcript_9605	BMAW01016626.1;BMAW01016626.1	54978;60274	55719;60635	-;-	1104	3	2	1	27
unassigned_transcript_9606	BMAW01016626.1;BMAW01016626.1;BMAW01016626.1	60665;74947;76388	60709;75051;76570	-;-;-	333	0	0	4	0
unassigned_transcript_9607	BMAW01016626.1;BMAW01016626.1	162242;168049	162348;168205	+;+	264	0	7	0	6
unassigned_transcript_9608	BMAW01016626.1;BMAW01016626.1	214983;216786	215194;216999	+;+	426	0	1	0	0
unassigned_transcript_9609	BMAW01016626.1	228594	228839	+	246	0	0	0	0
unassigned_transcript_9610	BMAW01016626.1	284579	284959	+	381	0	0	2	0
unassigned_transcript_9611	BMAW01016626.1;BMAW01016626.1	325569;327644	325571;331174	+;+	3534	0	0	6	1
unassigned_transcript_9612	BMAW01016633.1	3325	3546	-	222	0	0	1	0
unassigned_transcript_9613	BMAW01016634.1	603	767	-	165	2	0	0	0
unassigned_transcript_9614	BMAW01016645.1	5543	5908	+	366	0	2	0	0
unassigned_transcript_9615	BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1	13121;15388;21507;24276;32012;37115;37982;44138;44670;47630;48615;50683;53487;54751;60308;61126;61616	13203;15448;21566;24413;32053;37165;38079;44237;44770;47797;48805;50809;53671;54790;60412;61239;61838	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1887	0	0	0	0
unassigned_transcript_9616	BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1	13121;15388;21507;24276;37115;37982;44138;44670;47630;48615;50683;53487;54751;60308;61126;61616	13203;15448;21566;24413;37165;38079;44237;44770;47797;48805;50809;53671;54790;60412;61239;61838	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1845	0	0	0	0
unassigned_transcript_9617	BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1;BMAW01016648.1	78671;84323;87306;91366;94651;95282;96453;99093;105051;106159;107272	80481;84443;87403;91490;94770;95386;96620;99205;105187;106205;107342	+;+;+;+;+;+;+;+;+;+;+	2916	32	4	9	2
unassigned_transcript_9618	BMAW01016648.1;BMAW01016648.1	112746;120131	112925;120382	-;-	432	0	0	1	0
unassigned_transcript_9619	BMAW01016648.1	189486	189737	+	252	0	0	0	0
unassigned_transcript_9620	BMAW01016649.1	3310	3395	-	86	0	0	0	0
unassigned_transcript_9621	BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1	28862;38139;44055;136410	29031;38282;44363;136509	+;+;+;+	723	0	49	9	12
unassigned_transcript_9622	BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1	161938;171940;173610;181094;182799;185674;187195;189320;191569	162078;172119;173910;181303;182988;185800;187331;189485;191793	+;+;+;+;+;+;+;+;+	1677	314	8208	40	243
unassigned_transcript_9623	BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1	199711;202105;205519;209892;213715	199797;202289;205600;210041;213717	-;-;-;-;-	507	14	8	0	4
unassigned_transcript_9624	BMAW01016655.1	214300	215997	+	1698	42	20	8	106
unassigned_transcript_9625	BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1;BMAW01016655.1	247229;251304;257197;264646;266341;269239;269408;270410;273131;274640;275031;276313;277297;277377;278587	247327;251381;257265;264786;266474;269323;269508;270576;273277;274730;275088;276399;277300;277426;278625	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1350	34	13	31	2
unassigned_transcript_9626	BMAW01016684.1;BMAW01016684.1	990;1351	1264;1366	-;-	291	0	0	0	0
unassigned_transcript_9627	BMAW01016685.1	3383	3476	-	94	0	0	10	0
unassigned_transcript_9628	BMAW01016690.1;BMAW01016690.1	1887;2922	2396;3371	+;+	960	0	0	0	0
unassigned_transcript_9629	BMAW01016693.1	153	515	-	363	0	0	0	0
unassigned_transcript_9630	BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1	192378;195257;198745;203478;206590;207871;209744;210298;212161;213093	193144;195308;198861;203609;206695;207924;209842;210351;212286;213424	+;+;+;+;+;+;+;+;+;+	1839	0	0	1	0
unassigned_transcript_9631	BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1;BMAW01016700.1	192378;195257;198745;203478;206590;207871;212161;213093	193144;195308;198861;203609;206695;207924;212286;213424	+;+;+;+;+;+;+;+	1686	0	0	0	0
unassigned_transcript_9632	BMAW01016700.1;BMAW01016700.1	244165;248115	244432;248128	-;-	282	0	0	0	0
unassigned_transcript_9633	BMAW01016703.1;BMAW01016703.1	11287;12071	11413;12627	+;+	684	0	0	0	0
unassigned_transcript_9634	BMAW01016703.1;BMAW01016703.1	12667;13273	12990;13491	+;+	543	2	8	17	0
